BusinessName,BusinessType,AddressLine1,AddressLine2,AddressLine3
Red Onion Tandoori,Takeaway/sandwich shop,234c Shinfield Road,Reading,
Redding & Westquarter Unity Club,Pub/bar/nightclub,,Redding & Westquarter Unity Club,Redding Road
Redding Fish And Chips,Takeaway/sandwich shop,,22 Wholequarter Avenue,
Reddings Primary School,School/college/university,Reddings Jmi School,Bennetts End Road,Hemel Hempstead
Reedings Junior School,School/college/university,Reedings Jm School,Bullfields,Sawbridgeworth
Reefah’s flavour,Hotel/bed & breakfast/guest house,Appleton house Alexandra Rd,Reading,
Reeves Butchers,Retailers - other,70 - 72C Reading Road,Yateley,Hampshire
Regatta Food & Wine,Retailers - other,24 Reading Road,Henley-On-Thames,Oxon
Regatta Service Station,Retailers - other,Regatta Service Station Reading Road,Henley-On-Thames,Oxon
Revolucion De Cuba,Pub/bar/nightclub,138-141 Friar Street,Reading,
Richfields Deli and Grill,Restaurant/Cafe/Canteen,211 Caversham Road,Reading,
Rise Bakehouse,Other catering premises,4 Chatham Street,Reading,
Rising Sun Art Centre,Other catering premises,30 Silver Street,Reading,Berkshire
"River Academy, Maiden Erlegh Trust",School/college/university,7 Richfield Avenue,Reading,
Rivermead Leisure Centre,Other catering premises,Richfield Avenue,Reading,
Riverspice Restaurant,Restaurant/Cafe/Canteen,206 Caversham Road,Reading,
Rizouq,Takeaway/sandwich shop,117 Wokingham Road,Reading,
RnK Stores (Londis),Retailers - other,Reading Road,Woodcote,Reading
RoamingBitesUK,Mobile caterer,Roaming Bites UK,5 Orion Business Centre,Surrey Canal Road
Roaring Donkey,Pub/bar/nightclub,Roaring Donkey PH,316 Holland Road,Clacton-on-Sea
ROCFitness Gym Ltd,Restaurant/Cafe/Canteen,Unit H Bridge Farm,Reading Road,Arborfield
Rodeo Doughnuts,Manufacturers/packers,54 Britten Road Robert Cort Industrial Estate,Reading,
Rolling Bites,Mobile caterer,1 Whitchurch Road,Pangbourne,Reading
Rontec Thatcham Service Station,Retailers - other,Woolhampton Service Station Bath Road,Woolhampton,Reading
Rontec Watford Ltd,Retailers - other,Richfield Avenue,Reading,
Roosters Fried n Grill,Takeaway/sandwich shop,217 London Road,Reading,
Roosters Piri Piri,Takeaway/sandwich shop,11-12 West Street,Reading,
Rosa's Thai,Restaurant/Cafe/Canteen,Unit 1 Jackson's Corner 1-9 Kings Road,Reading,
Rose Garden Early Years Centre,Caring Premises,5 Christchurch Gardens,Reading,
Rosebank House,Caring Premises,Lower Henley Road,Caversham,Reading
Roselawn Hotel,Hotel/bed & breakfast/guest house,Roselawn Hotel Hermits Hill,Burghfield,Reading
Rosies Tea Room,Restaurant/Cafe/Canteen,Holdshott Farm,Reading Road,Heckfield
Roti Joupa Reading,Takeaway/sandwich shop,16 North Street,Reading,
Rougevin,Other catering premises,Unit 140 7 Bridgewater Close,Reading,
Royal Berkshire Hospital Central Catering,Caring Premises,London Road,Reading,
Royal Chef,Takeaway/sandwich shop,261 Basingstoke Road,Reading,
Royal Dragon,Takeaway/sandwich shop,242 Northumberland Avenue,Reading,
Royal Halal Meat,Retailers - other,75 Northumberland Avenue,Reading,
Royal Tandoori / Bhel Phuri at Ibis Styles Hotel,Restaurant/Cafe/Canteen,4-8 Duke Street,Reading,
Royale Paradise,Takeaway/sandwich shop,250-250A Shinfield Road Reading,Reading,
Rudding Park Golf Clubhouse,Restaurant/Cafe/Canteen,Rudding Park Golf Rudding Lane,,
Rudding Park Hotel,Hotel/bed & breakfast/guest house,Rudding Park Hotel Follifoot,,
S & D Catering Mobile Van at Reading Market,Mobile caterer,Hosier Street,Reading,Berkshire
Sadaka at Fairview Youth & Community Centre,Other catering premises,90b Great knolly's Street,Reading,Berkshire
Saffron Alley,Distributors/Transporters,46-48 Portman Road,Reading,
Sainsbury's,Retailers - supermarkets/hypermarkets,Savacentre Bath Road,Calcot,Reading
Sainsbury's,Retailers - supermarkets/hypermarkets,17-27 Station Road,Reading,
Sainsbury's,Retailers - supermarkets/hypermarkets,7-8 Broad Street,Reading,
Sainsbury's,Retailers - supermarkets/hypermarkets,52-55 Friar Street,Reading,
Sainsbury's Arborfield Superstore,Retailers - supermarkets/hypermarkets,,Remount Drive,Arborfield Green
Salisbury Conservative Club,Pub/bar/nightclub,316 Kings Road,Reading,
Salt & Smash,Takeaway/sandwich shop,60 Christchurch Road,Reading,
Sam 99p,Retailers - other,118-119 Friar Street,Reading,
Samba's Kitchen Ltd - Mr Massamba Thiam,Mobile caterer,173 Cardiff Road,Reading,
Sambuca Off Licence,Retailers - other,87 Wokingham Road,Reading,
Sams Wraps Mobile Van,Mobile caterer,Broad Street,Reading,
Sapana Home,Restaurant/Cafe/Canteen,8 Queen Victoria Street,Reading,
Savers,Retailers - other,4-5 St Marys Butts,Reading,
SBA Trading Ltd T/a Today's Village Stores,Retailers - other,The Village Shop Colyton Way,Purley On Thames,Reading
Sea Masters Fish & Chips at Meadway Precinct,Takeaway/sandwich shop,Honey End Lane,Reading,
Sear Events,Mobile caterer,Units 2 & 3 Withy Copse Horsepond Road,Kidmore End,Reading
Seasons Afro Caribbean,Takeaway/sandwich shop,375 Oxford Road,Reading,
Seewoo (Reading),Retailers - supermarkets/hypermarkets,15 Craddock Road,Reading,
Seixal Summer Club,Restaurant/Cafe/Canteen,Riverside The Oracle Shopping Centre,Reading,
Selekt Chicken,Takeaway/sandwich shop,221 London Road,Reading,
Seoul Plaza,Retailers - other,6-7 St Marys Butts,Reading,
Serdio Ibericos,Other catering premises,8 Prospect Street,Caversham,Reading
Shahs halal food reading,Takeaway/sandwich shop,33 Oxford Road Reading,Reading,
Shake Shack,Restaurant/Cafe/Canteen,121-122 Broad Street,Reading,
Shapla Tandoori,Takeaway/sandwich shop,248c Shinfield Road,Reading,Berkshire
Shawarma Reading,Takeaway/sandwich shop,13 West Street,Reading,
Shed,Restaurant/Cafe/Canteen,8 Merchants Place,Reading,
Shell Fairfield Service Station,Retailers - other,Basingstoke Road,Reading,
Shell Little Waitrose Winnersh,Retailers - other,Wokingham Service Station,Reading Road,Wokingham
Shell Thames Valley Service Station,Retailers - other,George Street,Caversham,Reading
Shellfish Cow,Restaurant/Cafe/Canteen,53-55 Reading Road,Henley-On-Thames,Oxon
Sherfield Early Years Centre,School/college/university,Sherfield School,Reading Road,Sherfield-on-loddon
Sherfield On Loddon Village Hall,Other catering premises,Reading Road,Sherfield-on-Loddon,Hook
Sherriff Boathouse,Other catering premises,Henley Road,Caversham,Reading
Shinfield Local,Retailers - other,252 Shinfield Road,Reading,
Shinfield Players Theatre,Retailers - other,,Shinfield Park,Shinfield READING
Shirdi Saibaba Temple & Community,Other catering premises,44 West Street,Reading,
Shoulder Of Mutton,Pub/bar/nightclub,Shoulder Of Mutton,Playhatch,Reading
Showcase Cinemas de Lux,Retailers - other,Showcase Cinema,Reading Road,Winnersh
Signature at Caversham,Caring Premises,199-203 Henley Road,Caversham,Reading
Silchester Farm,Other catering premises,Little London Road,Silchester,Reading
Silchester Village Market Cafe,Other catering premises,Village Hall,Whistlers Lane,Silchester
Simply Wines Direct,Retailers - other,4 High Street,Pangbourne,Reading
Sip and Spin,Pub/bar/nightclub,19 Eldon Terrace,Reading,
Siren City Bars,Other catering premises,1 Friars Walk,Reading,
Siri Guru Singh Sabha Gurdwara,Other catering premises,30a Cumberland Road,Reading,
Sizzling Kebab,Restaurant/Cafe/Canteen,531 Oxford Road,Reading,
Skipper's Fish and Chips,Takeaway/sandwich shop,579 Basingstoke Road,Reading,
SKVP Reading,Other catering premises,97 Kings Road,Reading,
Slamburger,Restaurant/Cafe/Canteen,60 Christchurch Road,Reading,
SLM Food and Beverage at Willink Leisure Centre,Restaurant/Cafe/Canteen,Willink Leisure Centre School Lane,Burghfield Common,Reading
SLM Food and Beverage/Everyone Active at Cotswold Sports Centre,Restaurant/Cafe/Canteen,Cotswold Sports Centre Downs Way,Tilehurst,Reading
Sloth Coffee Van - Selina Lee,Mobile caterer,23 Battle Place,Reading,
Slug & Lettuce,Pub/bar/nightclub,7-9 Friar Street,Reading,
Slug & Lettuce Riverside Reading,Restaurant/Cafe/Canteen,Bridge Street,Reading,
Smart Fish Bar,Takeaway/sandwich shop,138 Reading Road,Henley-On-Thames,Oxon
SmashNGrill,Takeaway/sandwich shop,171 Caversham Road,Reading,
Smelly Wellies,Restaurant/Cafe/Canteen,Chiltern Cottage South Stoke Road,Woodcote,Reading
Smiths Newsagency,Retailers - other,63 Gosbrook Road,Caversham,Reading
Smoke & Pepper,Restaurant/Cafe/Canteen,2-3 Buttermarket,Reading,
Smoked Oak,Restaurant/Cafe/Canteen,The Lyndhurst 88 Queesn Road,Reading,
Smokeez Pizza & Grill,Takeaway/sandwich shop,357 Oxford Road,Reading,
Snack Shack,Mobile caterer,South West Banger Racing Club,Mullacott Cross Industrial Estate,Ilfracombe
Snack Shack at Lagoona Park,Restaurant/Cafe/Canteen,Kirtons Farm Water Ski Club Pingewood,Burghfield,Reading
Snowflake Gelato,Restaurant/Cafe/Canteen,The Oracle Upper Level Kiosk,Reading,
Sodexo,Other catering premises,350 Brook Drive,Reading,
Sodexo at Gillette,Restaurant/Cafe/Canteen,452 Basingstoke Road,Reading,
Sodexo at JM Sonning,Restaurant/Cafe/Canteen,Blounts Court Road Sonning Common,Reading,
Sonning Common Fish Bar,Takeaway/sandwich shop,2 Green Lane,Sonning Common,Reading
Sonning Common Food & Wine,Retailers - other,26 Peppard Road,Sonning Common,Reading
Sonning Common Primary School Breakfast/After School Club,School/college/university,Grove Road,Sonning Common,Reading
Sorrento,Restaurant/Cafe/Canteen,33 Reading Road South,Fleet,Hampshire
Soul Chill Café,Restaurant/Cafe/Canteen,67 London Street,Reading,
Soul Taste,Mobile caterer,Wasing Place Wasing Park,Aldermaston,Reading
Source Cafe @ Three Green Park,Restaurant/Cafe/Canteen,450 Longwater Avenue,Reading,
South Reading Over 50s Lunch Club,Other catering premises,28-35 Lexington Grove,Reading,
South Stoke Community Shop,Retailers - other,South Stoke Community Shop Cross Keys Road,South Stoke,Reading
South Street Arts Centre Bar,Pub/bar/nightclub,21 South Street,Reading,
South Whitley Superstore,Retailers - supermarkets/hypermarkets,238-240 Northumberland Avenue,Reading,
Southcote Newsagency,Retailers - other,6 Southcote Parade,Reading,
Southcote Pantry,Other catering premises,280a Southcote Lane,Reading,
Southcote Pharmacy,Retailers - other,36 Coronation Square,Reading,Berkshire
Spar,Retailers - other,12 Spey Road,Tilehurst,Reading
Spice Lounge,Restaurant/Cafe/Canteen,20 High Street,Theale,Reading
Spice Master,Restaurant/Cafe/Canteen,22 Hildens Drive,Tilehurst,Reading
Spicy CHULLA Punjabi Restaurant,Restaurant/Cafe/Canteen,109 Wokingham Road,Reading,
Spicy Chutney,Mobile caterer,51 Silverthorne Drive Caversham,Reading,
Spill Bar,Pub/bar/nightclub,29 Church Street,Caversham,Reading
Spinners,Pub/bar/nightclub,1a Queens Walk,Reading,
Spire Dunedin Hospital,Caring Premises,16 Bath Road,Reading,
Spitiko Greek Restaurant,Restaurant/Cafe/Canteen,6 Prospect Street,Caversham,Reading
Spoons,Mobile caterer,,Redding Industrial Estate,
Spoons Coffee Shop,Restaurant/Cafe/Canteen,7 The Colonnade Overdown Road,Tilehurst,Reading
Sports Direct,Retailers - other,Unit 2 Savacentre Bath Road,Calcot,Reading
Sports Direct,Retailers - other,61-64 Broad Street,Reading,
Sportsdirect.com,Retailers - other,Unit 2 Savacentre Bath Road,Calcot,Reading
Springwater Foodbank,Retailers - other,The Church Of Christ The King Sedgewell Road,Sonning Common,Reading
Spud Kingz,Mobile caterer,Unit 5 Reading Gate Retail Park,Reading,
Spudski,Mobile caterer,2-4 Wokingham Road,Reading,
Square Deal Cafe,Restaurant/Cafe/Canteen,Square Deal,Bath Road,Knowl Hill
SRI Sadguru Seva,Restaurant/Cafe/Canteen,56 Nightingale Way Reading,Reading,
St Andrews Church Hall,Other catering premises,St Andrews Church,Reading Street,Broadstairs
St Anthony Store,Retailers - other,7 Whitley Street,Reading,
St Bernards Catholic High School,School/college/university,St Bernards Roman Catholic School,Rating Lane,Barrow-In-Furness
St Catherine's Cafe,Restaurant/Cafe/Canteen,Church Of St Catherine Wittenham Avenue,Tilehurst,Reading
St Johns CE Primary School,School/college/university,121-147 Orts Road,Reading,
St Leonards Church,Other catering premises,Reading Road,Church End,Sherfield-on-Loddon
St Lukes & The Oaks Residential Home,Caring Premises,Marshland Square,Emmer Green,Reading
St Matthews Church,Other catering premises,205 Southcote Lane,Reading,
St Paul's Stars Breakfast & After School Club,Caring Premises,St Pauls Catholic Primary School City Road,Tilehurst,Reading
Stableside,Hotel/bed & breakfast/guest house,York Racing Stables,Tadcaster Road,Dringhouses
Staple,Restaurant/Cafe/Canteen,Village Stores,30A Reading Street,Broadstairs
Starbucks at Reading Rail Station Concourse,Restaurant/Cafe/Canteen,Station Approach,Reading,
Starbucks Coffee Co At Sainsburys,Restaurant/Cafe/Canteen,Savacentre Bath Road,Calcot,Reading
Starbucks Coffee Company,Restaurant/Cafe/Canteen,Unit 5 Reading Link Retail Park,Rose Kiln Lane,Reading
Starbucks Coffee Shop,Restaurant/Cafe/Canteen,6 King Street,Reading,
Starbucks Kiosk at Reading Station,Takeaway/sandwich shop,Station Approach,Reading,
Station Spuds and Grill,Mobile caterer,Reading Train Station,Entrance 2,Trooper Potts Way
Steak and Smash,Mobile caterer,Flat 20 Cadogan House Rose Kiln Lane,Reading,
Stepping Stones Preschool,Caring Premises,1 Dunsfold Road,Tilehurst,Reading
Stir Food at Beenham Primary School,School/college/university,Beenham Primary School,Beenham,Reading
Stir Food at Englefield C.E. Primary School,School/college/university,Englefield Church Of England Primary School The Street,Englefield,Reading
Stir Food at The Avenue Special School,School/college/university,Conwy Close,Tilehurst,Reading
Stir Food at Woolhampton C.E. Primary School,School/college/university,Woolhampton Church Of England Primary School Woolhampton Hill,Upper Woolhampton,Reading
Stir Fry Caversham,Takeaway/sandwich shop,36a Church Street,Caversham,Reading
Stokrotka,Retailers - other,43 Whitley Street,Reading,
Stoneham Grove Care Home,Caring Premises,Stoneham Grove Care Home Long Lane,Tilehurst,Reading
Stop and Taste,Restaurant/Cafe/Canteen,3 Cavendish Road,Reading,
Stratfield Saye Preservation Trust Cafe,Restaurant/Cafe/Canteen,Stratfield Saye House,The Copse,Stratfield Saye
Streatley Hill Pre-School,Caring Premises,Streatley Church Of England Voluntary Controlled School The Coombe,Streatley,Reading
Street Food Shack,Restaurant/Cafe/Canteen,33A - 33B High Street,Theale,Reading
Stroke Care For Newbury,Other catering premises,Woolhampton Village Hall Bath Road,Woolhampton,Reading
Subway,Takeaway/sandwich shop,,Unit 1 Lower Earley,Chalfront Way
Subway,Takeaway/sandwich shop,146 Wokingham Road,Reading,
Subway,Takeaway/sandwich shop,21 Oxford Road,Reading,
Subway,Takeaway/sandwich shop,146 Wokingham Road,Reading,
Subway,Restaurant/Cafe/Canteen,Unit 10 Brunel Retail Park Rose Kiln Lane,Reading,
Subway,Takeaway/sandwich shop,Moulsford Mews,Reading,
Subway,Takeaway/sandwich shop,7 Gun Street,Reading,
Subway,Restaurant/Cafe/Canteen,,420 Reading Road,Winnersh
Subway,Takeaway/sandwich shop,234a Shinfield Road,Reading,
Sue Ryder,Retailers - other,6-8 Oxford Road,Reading,Berkshire
Sue Ryder Care,Caring Premises,22 Liebenrood Road,Reading,
Sue Ryder Shop,Retailers - other,119 Wokingham Road,Reading,
Sugar Land Sweets UK,Retailers - other,Paddock Road,Caversham,Reading
Sulhamstead & Ufton Cricket Club,Pub/bar/nightclub,Sulhamstead Cricket Club Bath Road,Sulhamstead,Reading
Sultan Halal,Retailers - other,403 Oxford Road,Reading,
Sultan Halal Meats,Retailers - other,80 Tean House Havergate Way,Reading,
Sume,Restaurant/Cafe/Canteen,3 Broad Street,Reading,
Sunshine Chinese Takeaway,Takeaway/sandwich shop,893 Oxford Road,Reading,
Super Convenience,Retailers - other,125 Friar Street,Reading,
Super Delight,Retailers - other,125 Friar Street,Reading,
Super Fire Gym,Other catering premises,19 Boulton Road,Reading,
Super Striker Fundraisers at Katesgrove Primary School,School/college/university,Dorothy Street,Reading,
Superdrug Stores,Retailers - other,47-49 Church Street,Caversham,Reading
Superdrug Stores,Retailers - other,55-59 Broad Street,Reading,
Superdrug Stores at Broad St Mall,Retailers - other,Broad Street,Reading,
Superdrug Stores Plc,Retailers - other,Roaring Meg Retail Park,London Road,Stevenage
Supersave Convenience,Retailers - other,234 Northumberland Avenue,Reading,
Supreme Facilites,Other catering premises,648-654 Oxford Road,Reading,
Sure Hotel by Best Western Reading,Hotel/bed & breakfast/guest house,39 Christchurch Road,Reading,
Sure Start Whitley Nursery,Caring Premises,252-260 Northumberland Avenue,Reading,
Surpal Food and Wine,Retailers - other,225A London Road,Reading,
Sushi Daily at Waitrose,Retailers - other,51 Church Street,Caversham,Reading
Sushi Daily at Waitrose,Retailers - other,980 Oxford Road,Tilehurst,Reading
Sushi Gourmet at Sainsburys,Retailers - other,Savacentre Bath Road,Calcot,Reading
Sushi Mania,Restaurant/Cafe/Canteen,9 Queens Walk,Reading,
Suzi’s Sweet Treats,Mobile caterer,2 Tay Road,Reading,
Swaadish Fried Chicken by The Bowler Gourmet Balls,Mobile caterer,Blue Collar Corner 15 Hosier Street,Reading,
Swan Public House,Pub/bar/nightclub,The Swan Hotel Shooters Hill,Pangbourne,Reading
Sweeney & Todd,Restaurant/Cafe/Canteen,10 Castle Street,Reading,
Sweet Cloud Cakery,Other catering premises,50 Corwen Road,Tilehurst,Reading
Sweet Shak,Retailers - other,Arena Racing Southwell Ltd,Southwell Racecourse,Station Road
Taco Bell,Restaurant/Cafe/Canteen,207-211 Broad Street,Reading,
Tadley Rugby Club,Pub/bar/nightclub,Frank Jose Park Red Lane,Aldermaston,Reading
Take Your Time,Restaurant/Cafe/Canteen,Unit 5A First Floor The Village 19-23 King Street,Reading,
Tanatan,Restaurant/Cafe/Canteen,45 London Street,Reading,
Tandoori Connoisseur,Restaurant/Cafe/Canteen,21 Wood Lane,Sonning Common,Reading
Tariq Halal Meats Reading,Retailers - other,477 Oxford Road,Reading,
Taste Of China,Takeaway/sandwich shop,35A High Street,Theale,Reading
Taste Of Tandoori Ltd,Restaurant/Cafe/Canteen,33 Hildens Drive,Tilehurst,Reading
Taste5,Retailers - supermarkets/hypermarkets,132 Friar Street,Reading,
Tasty Bun/Herbies Pizza,Restaurant/Cafe/Canteen,Civil Service Club James Lane,Burghfield,Reading
Tasty Greek Souvlaki,Restaurant/Cafe/Canteen,20 Market Place,Reading,
Tasty States,Mobile caterer,Flat 3 Forbury House,Reading,
Tea People,Retailers - other,115 Loverock Road,Reading,
Tea Rooms Aldermaston Wharf,Restaurant/Cafe/Canteen,Aldermaston Wharf Wharf Side,Padworth,Reading
Teamsport Cambuslang,Restaurant/Cafe/Canteen,Scotkart Indoor Racing,Westburn Road,Cambuslang
TeamSport Indoor Karting,Restaurant/Cafe/Canteen,Cradock Road,Reading,
Tech & Treats,Retailers - other,551 Oxford Road,Reading,
Teng Hui,Takeaway/sandwich shop,343 Oxford Road,Reading,
Tenterden Garden Centre,Retailers - other,Tollgate Nursery Reading Street,,Tenterden
Tequila Off Licence,Retailers - other,256-258 Oxford Road,Reading,
Terry's Takeaway,Takeaway/sandwich shop,437 Basingstoke Road,Reading,
Tesco,Retailers - supermarkets/hypermarkets,Buckingham Drive,Emmer Green,Reading
Tesco,Retailers - supermarkets/hypermarkets,Unit 3 The Parade Knowsley Road,Tilehurst,Reading
Tesco,Retailers - other,235 Reading Road South,Church Crookham,FLEET
Tesco,Retailers - supermarkets/hypermarkets,Portman Road,Reading,
Tesco,Retailers - supermarkets/hypermarkets,28-34 Oxford Road,Reading,Berkshire
Tesco,Retailers - supermarkets/hypermarkets,12 Tilehurst Road,Reading,
Tesco,Retailers - supermarkets/hypermarkets,211 Oxford Road,Reading,Berkshire
Tesco,Retailers - supermarkets/hypermarkets,4 Market Place,Reading,
Tesco,Retailers - supermarkets/hypermarkets,55 Whitley Street,Reading,
Tesco,Retailers - supermarkets/hypermarkets,Napier Road,Reading,
Tesco,Retailers - supermarkets/hypermarkets,6-8 Crown Street,Reading,
Tesco,Retailers - supermarkets/hypermarkets,108 Bath Road,Reading,
Tesco,Retailers - supermarkets/hypermarkets,Tesco Express Reading Road,Burghfield Common,Reading
Tesco at Crown Collonade,Retailers - supermarkets/hypermarkets,London Road,Reading,
Tesco Express,Retailers - supermarkets/hypermarkets,Tesco Reading Road,Goring-On-Thames,Reading
Tesco Express,Retailers - supermarkets/hypermarkets,18-20 Church Street,Caversham,Reading
Tesco Express,Retailers - supermarkets/hypermarkets,203-205 Shinfield Road,Reading,
Tesco Express-Yateley,Retailers - other,Tesco Stores Ltd,Reading Road,Yateley
Tesco Family Dining at Tesco Customer Cafe,Restaurant/Cafe/Canteen,Napier Road,Reading,
Tesco Family Dining Ltd - Cafe,Restaurant/Cafe/Canteen,,Tesco Stores Ltd,Colliery Road
Tesco Petrol station,Retailers - other,Portman Road,Reading,
Tesco Petrol Station,Retailers - other,Napier Road,Reading,
Tesco Reading Green Park Express,Retailers - supermarkets/hypermarkets,51b Flagstaff Road,Reading,
Tesco Stores,Retailers - supermarkets/hypermarkets,1 Palmer Street,Reading,
Tesco Stores Ltd,Retailers - supermarkets/hypermarkets,,Tesco Stores Ltd,Colliery Road
Tesco Superstore,Retailers - supermarkets/hypermarkets,359 Reading Road,Henley-On-Thames,Oxon
TG Jones,Retailers - other,39 Broad Street,Reading,
Thai Corner,Restaurant/Cafe/Canteen,47 West Street,Reading,
Thai Lotus,Takeaway/sandwich shop,3 The Arcade High Street,Goring,Reading
Thai Table,Restaurant/Cafe/Canteen,8 Church Road,Caversham,Reading
ThaiGrr!,Restaurant/Cafe/Canteen,1d Queens Walk,Reading,
Thames Hospice Cafe - Reading,Restaurant/Cafe/Canteen,16a -16b Richfield Avenue,Reading,
Thames Lido,Restaurant/Cafe/Canteen,Napier Road,Reading,
Thames Valley School,School/college/university,2 Conwy Close,Tilehurst,Reading
The Acai Club,Takeaway/sandwich shop,85 Kings Road,Reading,
The Ale House,Pub/bar/nightclub,2 Broad Street,Reading,
The Allied Arms,Pub/bar/nightclub,57 St Marys Butts,Reading,
The Angel,Pub/bar/nightclub,Angel Inn Bath Road,Woolhampton,Reading
The Atrium Cafe,Restaurant/Cafe/Canteen,Friar Street,Reading,
The Atrium Health Club,Other catering premises,Scours Lane,Tilehurst,Reading
The Bakery Cottage,Other catering premises,19 Arbroath Road,Reading,
The Baobab,Restaurant/Cafe/Canteen,3 West End Road,Mortimer Common,Reading
The Bap,Takeaway/sandwich shop,23-24 Market Place,Reading,
The Barns At Wellington,Restaurant/Cafe/Canteen,The Barns At Wellington Estate Office,New Street,Stratfield Saye
The Bell,Pub/bar/nightclub,The Street,Waltham St Lawrence,Reading
The Bell Inn,Pub/bar/nightclub,The Bell Bell Lane,Aldworth,Reading
The Berkshire Arms,Restaurant/Cafe/Canteen,Berkshire Arms Hotel Bath Road,Midgham,Reading
The Berkshire Independent Hospital,Caring Premises,Wensley Road,Reading,Berkshire
The Biryani Lounge,Restaurant/Cafe/Canteen,89 Wokingham Road,Reading,
The Bite Sandwich and Coffee Bar at Milestone Way precinct,Takeaway/sandwich shop,Milestone Way,Caversham,Reading
The Black Horse,Pub/bar/nightclub,16 Kidmore End Road,Emmer Green,Reading
The Black Horse Pub,Pub/bar/nightclub,Black Horse Public House,Checkendon,Reading
The Black Lion,Pub/bar/nightclub,Greenmore,Woodcote,Reading
The Blackbird Cafe,Restaurant/Cafe/Canteen,The Blackbird Cafe Broad Lane,Chapel Row,Reading
The Bladebone,Pub/bar/nightclub,The Bladebone Broad Lane,Chapel Row,Reading
The Blagrave Arms,Pub/bar/nightclub,35 Blagrave Street,Reading,
The Botanist,Pub/bar/nightclub,Unit 1 1-5 Kings Street,Reading,
The Bounce Park Reading,Restaurant/Cafe/Canteen,River Academy 7 Richfield Avenue,Reading,
The Boundary,Pub/bar/nightclub,21-23 St Marys Butts,Reading,
The Boundary Cafe,Restaurant/Cafe/Canteen,,Westquarter And Redding Cricket Club Pavilion,Sunnyside Road
The Bull,Pub/bar/nightclub,The Bull 41 High Street,Theale,Reading
The Bull Inn,Pub/bar/nightclub,Bull Inn Cock Lane,Stanford Dingley,Reading
The Bull Inn,Pub/bar/nightclub,The Bull Reading Road,Streatley,Reading
The Burger Society,Mobile caterer,Blue Collar Corner 15 Hosier Street,Reading,
The Butchers Arms,Pub/bar/nightclub,Blounts Court Road,Sonning Common,Reading
The Butchers Arms,Pub/bar/nightclub,9 Lower Armour Road,Tilehurst,Reading
The Butler,Pub/bar/nightclub,85-91 Chatham Street,Reading,
The Butt Inn Limited,Pub/bar/nightclub,Butt Inn Station Road,Aldermaston,Reading
The Cabin Pre-school,Caring Premises,Langtree School Ground Reading Road,Woodcote,Reading Oxon
The Calleva Arms,Pub/bar/nightclub,The Common,Silchester,Reading
The Canalside,Pub/bar/nightclub,,Craiglee Inn,Redding Road
The Carey Centre,Restaurant/Cafe/Canteen,Anstey Road,Reading,
The Castle Tap Public House,Pub/bar/nightclub,120 Castle Street,Reading,
The Catherine Wheel,Pub/bar/nightclub,Station Road,Goring,Reading
The Caversham,Restaurant/Cafe/Canteen,Caversham Heath Golf Club Chazey Heath,Mapledurham,Reading
The Charming Belle Desserts,Mobile caterer,Unit 5 Cantay House 29a Ardler Road Caversham,Reading,
The Chicken Shop,Other catering premises,19-23 King Street,Reading,
The Christ Church Centre,Other catering premises,Christ Church Centre 46 Reading Road,,Henley-On-Thames Oxon
The Churros Kitchen,Restaurant/Cafe/Canteen,King Street,Reading,
The Clifton Arms,Other catering premises,12 Gosbrook Road Caversham,Reading,
The Club at Mapledurham,Restaurant/Cafe/Canteen,The Club At Mapledurham Chazey Heath,Mapledurham,Reading
The Co-op,Retailers - supermarkets/hypermarkets,21 The Triangle Tilehurst,Reading,
The Co-Operative Food,Retailers - supermarkets/hypermarkets,2 High Street,Theale,Reading
The Co-Operative Food,Retailers - supermarkets/hypermarkets,6 - 7 The Square,Pangbourne,Reading
The Co-Operative Food,Retailers - other,31 - 33 Clayhill Road,Burghfield Common,Reading
The Cocktail Club Reading,Pub/bar/nightclub,5 Gun Street,Reading,
The Coconut Tree,Other catering premises,64-72 Kings Road,Reading,
The Coffee House,Restaurant/Cafe/Canteen,,Dinton Oastures,Davis Street
The Coffee Shop,Restaurant/Cafe/Canteen,Post Office,Reading Road,Sherfield-on-Loddon
The Coffee Van - Civic Offices,Mobile caterer,Bridge Street,Reading,
The Coffee Van - Queen's Walk,Mobile caterer,Queens Walk,Reading,
The Coffee Van - Reading Station Pitch 1,Mobile caterer,Pitch 1 Trooper Potts Way,Reading,
The Collective Caversham Ltd,Retailers - other,25 Church Road,Caversham,Reading
The Common,Restaurant/Cafe/Canteen,48 Wood Lane,Sonning Common,Reading
The Community Network,Restaurant/Cafe/Canteen,Mortimer Community Network,Reading Road,South Shields
The Consumer Engagement Group Ltd,Other catering premises,Curry's Unit 10,Roaring Meg Retail Park,London Road
The Cookery Lab,Retailers - other,Unit 2 Minerva House Calleva Park,Aldermaston,Reading
The Coop,Retailers - supermarkets/hypermarkets,1 The Colonnade Overdown Road,Tilehurst,Reading
The Coriander Club,Restaurant/Cafe/Canteen,98 Royal Avenue,Calcot,Reading
The Corn Stores,Restaurant/Cafe/Canteen,10 Forbury Road,Reading,
The Cottage Inn,Pub/bar/nightclub,The Cottage Inn 26 Broad Lane,Upper Bucklebury,Reading
The Cross Keys,Pub/bar/nightclub,Cross Keys Church Road,Pangbourne,Reading
The Crown Caversham,Pub/bar/nightclub,3 Bridge Street Caversham,Reading,
